Time,Cutting_Produced,Cutting_Resource,Folding_Produced,Folding_Resource,Bonding_Produced,Bonding_Resource,Labeling_Produced,Labeling_Resource,Kanban_Cutting,Kanban_Folding,Kanban_Bonding,Kanban_Labeling
236.52279376983643,0,23,0,76,0,78,30,57,1,1,1,1
237.63650035858154,0,23,0,76,0,78,30,57,1,1,1,1
238.75699281692505,0,23,0,76,0,78,30,57,1,1,1,1
240.81132245063782,0,23,0,76,0,78,31,56,1,1,1,1
241.93651175498962,0,23,0,76,0,78,31,56,1,1,1,1
243.06908583641052,0,23,0,75,0,79,31,56,1,1,1,1
244.19842171669006,0,23,0,75,0,79,31,56,1,1,1,1
245.3412549495697,0,23,0,75,0,79,31,56,1,1,1,1
246.48161149024963,0,23,0,75,0,79,31,56,1,1,1,1
247.59925246238708,0,23,0,75,0,79,32,55,1,1,1,1
248.72646737098694,0,23,0,75,0,79,32,55,1,1,1,1
249.85523390769958,0,23,0,75,0,79,32,55,1,1,1,1
250.9882447719574,0,23,0,75,0,78,32,56,1,1,1,1
252.10622715950012,0,23,0,75,0,78,32,56,1,1,1,1
253.23588013648987,0,23,0,75,0,78,32,56,1,1,1,1
254.35296750068665,0,23,0,75,0,78,33,55,1,1,1,1
255.509135723114,0,23,0,75,0,78,33,55,1,1,1,1
256.6264533996582,0,23,0,75,0,78,33,55,1,1,1,1
257.7477927207947,0,23,0,75,0,78,33,55,1,1,1,1
258.88213753700256,0,23,0,75,0,78,33,55,1,1,1,1
260.0246596336365,0,23,0,75,0,78,33,55,1,1,1,1
261.14211416244507,0,23,0,75,0,78,33,55,1,1,1,1
262.28207755088806,0,23,0,75,0,78,34,54,1,1,1,1
263.4603178501129,0,23,0,75,0,78,34,54,1,1,1,1
264.5803933143616,0,23,0,75,0,78,34,54,1,1,1,1
265.7059350013733,0,23,0,75,0,78,34,54,1,1,1,1
266.84001755714417,0,23,0,75,0,78,34,54,1,1,1,1
267.97451305389404,0,23,0,75,0,78,34,54,1,1,1,1
269.0882477760315,0,23,0,75,0,78,34,54,1,1,1,1
270.21989727020264,0,23,0,75,0,78,35,53,1,1,1,1
271.33521461486816,0,23,0,75,0,78,35,53,1,1,1,1
272.4536213874817,0,23,0,75,0,77,35,54,1,1,1,1
273.57409620285034,0,23,0,75,0,77,35,54,1,1,1,1
274.69018363952637,0,23,0,75,0,77,35,54,1,1,1,1
275.8144590854645,0,23,0,75,0,77,36,53,1,1,1,1
276.93442940711975,0,23,0,75,0,77,36,53,1,1,1,1
278.11831974983215,0,23,0,75,0,77,36,53,1,1,1,1
279.2656219005585,0,23,0,75,0,77,36,53,1,1,1,1
280.39726519584656,0,23,0,75,0,77,36,53,1,1,1,1
281.53637957572937,0,23,0,75,0,77,36,53,1,1,1,1
282.66448163986206,0,23,0,75,0,77,36,53,1,1,1,1
283.80451488494873,0,23,0,75,0,77,36,53,1,1,1,1
284.9445300102234,0,23,0,74,0,78,37,52,1,1,1,1
286.0759057998657,0,23,0,74,0,78,37,52,1,1,1,1
287.21081376075745,0,23,0,74,0,78,37,52,1,1,1,1
288.3495047092438,0,23,0,74,0,78,37,52,1,1,1,1
289.48468255996704,0,23,0,74,0,78,37,52,1,1,1,1
290.62442350387573,0,23,0,74,0,78,37,52,1,1,1,1
291.75806069374084,0,23,0,74,0,78,37,52,1,1,1,1
292.894593000412,0,23,0,74,0,78,37,52,1,1,1,1
294.0261433124542,0,23,0,74,0,78,37,52,1,1,1,1
295.1601948738098,0,23,0,74,0,77,38,52,1,1,1,1
296.2900311946869,0,23,0,74,0,77,38,52,1,1,1,1
297.44985127449036,0,23,0,74,0,77,38,52,1,1,1,1
298.5743134021759,0,23,0,74,0,77,38,52,1,1,1,1
299.76132011413574,0,23,0,74,0,77,38,52,1,1,1,1
300.8850371837616,0,23,0,74,0,77,38,52,1,1,1,1
302.0285804271698,0,23,0,74,0,77,38,52,1,1,1,1
303.1547124385834,0,23,0,74,0,77,39,51,1,1,1,1
304.29477763175964,0,23,0,74,0,77,39,51,1,1,1,1
305.4346251487732,0,23,0,74,0,77,39,51,1,1,1,1
306.56646513938904,0,23,0,74,0,77,39,51,1,1,1,1
307.70437145233154,0,23,0,74,0,77,39,51,1,1,1,1
308.8495864868164,0,23,0,74,0,77,39,51,1,1,1,1
309.98000597953796,0,23,0,74,0,77,39,51,1,1,1,1
311.1143419742584,0,23,0,74,0,77,40,50,1,1,1,1
312.2353262901306,0,23,0,74,0,77,40,50,1,1,1,1
313.3745286464691,0,23,0,74,0,77,40,50,1,1,1,1
314.5135431289673,0,23,0,74,0,77,40,50,1,1,1,1
315.64743065834045,0,23,0,74,0,77,40,50,1,1,1,1
316.77975726127625,0,23,0,74,0,76,41,50,1,1,1,1
317.9017505645752,0,23,0,74,0,76,41,50,1,1,1,1
319.0209140777588,0,22,0,75,0,76,41,50,1,1,1,1
320.15018796920776,0,22,0,75,0,76,41,50,1,1,1,1
321.28080797195435,0,22,0,75,0,76,41,50,1,1,1,1
322.4059796333313,0,22,0,75,0,76,41,50,1,1,1,1
323.53751730918884,0,22,0,75,0,76,41,50,1,1,1,1
324.65627336502075,0,22,0,74,0,77,42,49,1,1,1,1
325.78757405281067,0,22,0,74,0,77,42,49,1,1,1,1
326.9211456775665,0,22,0,74,0,77,42,49,1,1,1,1
328.04111528396606,0,22,0,74,0,77,42,49,1,1,1,1
329.1724441051483,0,22,0,74,0,77,42,49,1,1,1,1
330.30479526519775,0,22,0,74,0,77,42,49,1,1,1,1
331.4253206253052,0,22,0,74,0,77,42,49,1,1,1,1
332.5425395965576,0,22,0,74,0,77,42,49,1,1,1,1
333.670352935791,0,22,0,74,0,77,43,48,1,1,1,1
334.80871319770813,0,22,0,74,0,77,43,48,1,1,1,1
335.9275984764099,0,22,0,74,0,77,43,48,1,1,1,1
337.04653787612915,0,22,0,74,0,77,43,48,1,1,1,1
338.1679389476776,0,22,0,74,0,76,43,49,1,1,1,1
339.3120741844177,0,22,0,74,0,76,43,49,1,1,1,1
340.4304654598236,0,22,0,74,0,76,43,49,1,1,1,1
341.54744958877563,0,22,0,74,0,76,44,48,1,1,1,1
342.6669759750366,0,22,0,74,0,76,44,48,1,1,1,1
343.7973599433899,0,22,0,74,0,76,44,48,1,1,1,1
344.92635202407837,0,22,0,74,0,76,44,48,1,1,1,1
346.04944801330566,0,22,0,74,0,76,44,48,1,1,1,1
347.1812958717346,0,22,0,74,0,76,44,48,1,1,1,1
348.332111120224,0,22,0,74,0,76,45,47,1,1,1,1
349.513210773468,0,22,0,74,0,76,45,47,1,1,1,1
350.68472242355347,0,22,0,74,0,76,45,47,1,1,1,1
351.8629512786865,0,22,0,74,0,76,45,47,1,1,1,1
352.99190306663513,0,22,0,74,0,76,45,47,1,1,1,1
354.1484375,0,22,0,74,0,76,45,47,1,1,1,1
355.32100319862366,0,22,0,74,0,76,46,46,1,1,1,1
356.4533462524414,0,22,0,74,0,76,46,46,1,1,1,1
357.5873477458954,0,22,0,74,0,76,46,46,1,1,1,1
358.7198579311371,0,22,0,74,0,76,46,46,1,1,1,1
359.85299372673035,0,22,0,74,0,75,46,47,1,1,1,1
360.97212839126587,0,22,0,74,0,75,46,47,1,1,1,1
